"concept_id","concept_name","domain_id","vocabulary_id","concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason"
40101830,"sulfametrole / trimethoprim Oral Tablet","Drug","RxNorm","Clinical Drug Form","S","374236",19700101,20991231,
40071543,"nitroglycerin Topical Ointment","Drug","RxNorm","Clinical Drug Form","S","374405",19700101,20991231,
40063828,"miconazole Topical Powder","Drug","RxNorm","Clinical Drug Form","S","374556",19700101,20991231,
40101919,"olanzapine Disintegrating Oral Tablet","Drug","RxNorm","Clinical Drug Form","S","374627",19700101,20991231,
40004013,"acetaminophen / butalbital / caffeine Oral Tablet","Drug","RxNorm","Clinical Drug Form","S","374751",19700101,20991231,
40035694,"diltiazem Extended Release Oral Tablet","Drug","RxNorm","Clinical Drug Form","S","375031",19700101,20991231,
40087945,"trimethoprim Oral Solution","Drug","RxNorm","Clinical Drug Form","S","375982",19700101,20991231,
40028592,"dexamethasone Ophthalmic Solution","Drug","RxNorm","Clinical Drug Form","S","377418",19700101,20991231,
40026931,"clotrimazole Topical Cream","Drug","RxNorm","Clinical Drug Form","S","377660",19700101,20991231,
40049707,"hydrocortisone Rectal Cream","Drug","RxNorm","Clinical Drug Form","S","377723",19700101,20991231,
40063807,"miconazole Topical Cream","Drug","RxNorm","Clinical Drug Form","S","377764",19700101,20991231,
40062280,"mupirocin Topical Cream","Drug","RxNorm","Clinical Drug Form","S","377768",19700101,20991231,
40067735,"nystatin / triamcinolone Topical Cream","Drug","RxNorm","Clinical Drug Form","S","377781",19700101,20991231,
40091252,"urea Topical Lotion","Drug","RxNorm","Clinical Drug Form","S","377840",19700101,20991231,
40102767,"terbinafine Topical Cream","Drug","RxNorm","Clinical Drug Form","S","377935",19700101,20991231,
40045804,"glucose Oral Gel","Drug","RxNorm","Clinical Drug Form","S","377980",19700101,20991231,
40076078,"potassium chloride Oral Powder","Drug","RxNorm","Clinical Drug Form","S","378161",19700101,20991231,
40015484,"bupropion Extended Release Oral Tablet","Drug","RxNorm","Clinical Drug Form","S","378354",19700101,20991231,
40041668,"escitalopram Oral Tablet","Drug","RxNorm","Clinical Drug Form","S","378695",19700101,20991231,
40013972,"bacitracin / neomycin / polymyxin B Topical Cream","Drug","RxNorm","Clinical Drug Form","S","378748",19700101,20991231,
40016963,"collagenase Topical Ointment","Drug","RxNorm","Clinical Drug Form","S","379136",19700101,20991231,
1342001,"enalaprilat","Drug","RxNorm","Ingredient","S","3829",19700101,20991231,
742267,"topiramate","Drug","RxNorm","Ingredient","S","38404",19700101,20991231,
942350,"torsemide","Drug","RxNorm","Ingredient","S","38413",19700101,20991231,
1742432,"tigecycline","Drug","RxNorm","Ingredient","S","384455",20051113,20991231,
988122,"ursodiol 100 MG","Drug","RxNorm","Clinical Drug Comp","S","384895",19700101,20991231,
1343916,"epinephrine","Drug","RxNorm","Ingredient","S","3992",19700101,20991231,
19044522,"zinc sulfate","Drug","RxNorm","Ingredient","S","39954",19700101,20991231,
1344905,"carboplatin","Drug","RxNorm","Ingredient","S","40048",19700101,20991231,
19102639,"psyllium 500 MG Oral Capsule [Metamucil]","Drug","RxNorm","Branded Drug","S","404170",19700101,20991231,
1746940,"erythromycin","Drug","RxNorm","Ingredient","S","4053",19700101,20991231,
40052545,"levetiracetam Oral Solution","Drug","RxNorm","Clinical Drug Form","S","406121",19700101,20991231,
948078,"pantoprazole","Drug","RxNorm","Ingredient","S","40790",19700101,20991231,
1548111,"cinacalcet","Drug","RxNorm","Ingredient","S","407990",19700101,20991231,
1549080,"estrogens, conjugated (USP)","Drug","RxNorm","Ingredient","S","4099",19700101,20991231,
1350504,"etoposide","Drug","RxNorm","Ingredient","S","4179",19700101,20991231,
950637,"tacrolimus","Drug","RxNorm","Ingredient","S","42316",19700101,20991231,
750982,"bupropion","Drug","RxNorm","Ingredient","S","42347",19700101,20991231,
1551860,"pravastatin","Drug","RxNorm","Ingredient","S","42463",19700101,20991231,
1353048,"licorice","Drug","RxNorm","Ingredient","S","42769",19700101,20991231,
953076,"famotidine","Drug","RxNorm","Ingredient","S","4278",19700101,20991231,
19107061,"magnesium hydroxide 50 MG Oral Tablet","Drug","RxNorm","Clinical Drug","S","430294",19700101,20991231,
1353776,"felodipine","Drug","RxNorm","Ingredient","S","4316",19700101,20991231,
1154029,"fentanyl","Drug","RxNorm","Ingredient","S","4337",19700101,20991231,
19108542,"acetylcysteine 200 MG","Drug","RxNorm","Clinical Drug Comp","S","436988",19700101,20991231,
40026671,"cortisone Topical Ointment","Drug","RxNorm","Clinical Drug Form","S","438696",19700101,20991231,
40031849,"diphenhydramine / lidocaine Topical Gel","Drug","RxNorm","Clinical Drug Form","S","439203",19700101,20991231,
19109977,"lidocaine 1 MG","Drug","RxNorm","Clinical Drug Comp","S","439728",19700101,20991231,
19110701,"fish oils","Drug","RxNorm","Ingredient","S","4419",19700101,20991231,
1754994,"fluconazole","Drug","RxNorm","Ingredient","S","4450",19700101,20991231,
755695,"fluoxetine","Drug","RxNorm","Ingredient","S","4493",19700101,20991231,
19111620,"folic acid","Drug","RxNorm","Ingredient","S","4511",19700101,20991231,
1756831,"darunavir","Drug","RxNorm","Ingredient","S","460132",20061119,20991231,
956874,"furosemide","Drug","RxNorm","Ingredient","S","4603",19700101,20991231,
1558242,"gemfibrozil","Drug","RxNorm","Ingredient","S","4719",19700101,20991231,
958999,"carbamide peroxide","Drug","RxNorm","Ingredient","S","47686",19700101,20991231,
1559684,"glyburide","Drug","RxNorm","Ingredient","S","4815",19700101,20991231,
1560171,"glipizide","Drug","RxNorm","Ingredient","S","4821",19700101,20991231,
1560278,"glucagon","Drug","RxNorm","Ingredient","S","4832",19700101,20991231,
19060985,"glutamine","Drug","RxNorm","Ingredient","S","4885",19700101,20991231,
19061088,"dexmedetomidine","Drug","RxNorm","Ingredient","S","48937",19700101,20991231,
961145,"glycerin","Drug","RxNorm","Ingredient","S","4910",19700101,20991231,
1361711,"nitroglycerin","Drug","RxNorm","Ingredient","S","4917",19700101,20991231,
1362979,"dofetilide","Drug","RxNorm","Ingredient","S","49247",19700101,20991231,
1363053,"doxazosin","Drug","RxNorm","Ingredient","S","49276",19700101,20991231,
19063575,"esmolol","Drug","RxNorm","Ingredient","S","49737",19700101,20991231,
1163944,"guaifenesin","Drug","RxNorm","Ingredient","S","5032",19700101,20991231,
766529,"haloperidol","Drug","RxNorm","Ingredient","S","5093",19700101,20991231,
766814,"quetiapine","Drug","RxNorm","Ingredient","S","51272",19700101,20991231,
1167322,"allopurinol","Drug","RxNorm","Ingredient","S","519",19700101,20991231,
1367571,"heparin","Drug","RxNorm","Ingredient","S","5224",19700101,20991231,
967861,"magnesium citrate","Drug","RxNorm","Ingredient","S","52356",19700101,20991231,
1368671,"milrinone","Drug","RxNorm","Ingredient","S","52769",19700101,20991231,
40124351,"emtricitabine / tenofovir disoproxil Oral Tablet [Truvada]","Drug","RxNorm","Branded Drug Form","S","540398",20050911,20991231,
714847,"amphetamine aspartate 2.5 MG / amphetamine sulfate 2.5 MG / dextroamphetamine saccharate 2.5 MG / dextroamphetamine sulfate 2.5 MG Oral Tablet [Adderall]","Drug","RxNorm","Branded Drug","S","541894",20050911,20991231,
1373928,"hydralazine","Drug","RxNorm","Ingredient","S","5470",19700101,20991231,
974166,"hydrochlorothiazide","Drug","RxNorm","Ingredient","S","5487",19700101,20991231,
1174888,"hydrocodone","Drug","RxNorm","Ingredient","S","5489",19700101,20991231,
975125,"hydrocortisone","Drug","RxNorm","Ingredient","S","5492",19700101,20991231,
19076389,"hydrogen","Drug","RxNorm","Ingredient","S","5497",19700101,20991231,
1377141,"hydroxyurea","Drug","RxNorm","Ingredient","S","5552",19700101,20991231,
777221,"hydroxyzine","Drug","RxNorm","Ingredient","S","5553",19700101,20991231,
40105046,"amoxicillin / clavulanate Oral Tablet","Drug","RxNorm","Clinical Drug Form","S","562250",20050911,20991231,
1177480,"ibuprofen","Drug","RxNorm","Ingredient","S","5640",19700101,20991231,
977968,"sodium citrate","Drug","RxNorm","Ingredient","S","56466",19700101,20991231,
19078097,"idarubicin","Drug","RxNorm","Ingredient","S","5650",19700101,20991231,
19078126,"sodium polystyrene sulfonate","Drug","RxNorm","Ingredient","S","56512",19700101,20991231,
778474,"tizanidine","Drug","RxNorm","Ingredient","S","57258",19700101,20991231,
19055620,"belladonna extract, USP 16.2 MG / opium 30 MG [B & O Supprettes 15-A]","Drug","RxNorm","Branded Drug Comp","S","573815",20050911,20991231,
1178663,"indomethacin","Drug","RxNorm","Ingredient","S","5781",19700101,20991231,
19080985,"iohexol","Drug","RxNorm","Ingredient","S","5956",19700101,20991231,
781039,"alprazolam","Drug","RxNorm","Ingredient","S","596",19700101,20991231,
781182,"ramelteon","Drug","RxNorm","Ingredient","S","596205",20051204,20991231,
19123003,"benzocaine 10 MG Oral Lozenge [Cepacol]","Drug","RxNorm","Branded Drug","S","605132",20060226,20991231,
1383925,"isosorbide dinitrate","Drug","RxNorm","Ingredient","S","6058",19700101,20991231,
1784444,"ivermectin","Drug","RxNorm","Ingredient","S","6069",19700101,20991231,
785649,"ketamine","Drug","RxNorm","Ingredient","S","6130",19700101,20991231,
40163718,"prasugrel","Drug","RxNorm","Ingredient","S","613391",20090802,20991231,
785788,"olanzapine","Drug","RxNorm","Ingredient","S","61381",19700101,20991231,
19025426,"lenalidomide 10 MG [Revlimid]","Drug","RxNorm","Branded Drug Comp","S","616112",20060402,20991231,
1386957,"labetalol","Drug","RxNorm","Ingredient","S","6185",19700101,20991231,
19087090,"amantadine","Drug","RxNorm","Ingredient","S","620",19700101,20991231,
987245,"lactulose","Drug","RxNorm","Ingredient","S","6218",19700101,20991231,
19123989,"albuterol 0.83 MG/ML Inhalation Solution","Drug","RxNorm","Clinical Drug","S","630208",20060604,20991231,
989878,"lidocaine","Drug","RxNorm","Ingredient","S","6387",19700101,20991231,
991876,"loperamide","Drug","RxNorm","Ingredient","S","6468",19700101,20991231,
791967,"lorazepam","Drug","RxNorm","Ingredient","S","6470",19700101,20991231,
40135214,"aluminum hydroxide / magnesium hydroxide / simethicone Oral Capsule","Drug","RxNorm","Clinical Drug Form","S","647547",20061008,20991231,
993631,"magnesium oxide","Drug","RxNorm","Ingredient","S","6582",19700101,20991231,
19093848,"magnesium sulfate","Drug","RxNorm","Ingredient","S","6585",19700101,20991231,
994058,"mannitol","Drug","RxNorm","Ingredient","S","6628",19700101,20991231,
19125043,"sitagliptin 100 MG Oral Tablet [Januvia]","Drug","RxNorm","Branded Drug","S","665036",20061217,20991231,
994341,"meclizine","Drug","RxNorm","Ingredient","S","6676",19700101,20991231,
1300153,"racepinephrine","Drug","RxNorm","Ingredient","S","66887",19700101,20991231,
1102527,"meperidine","Drug","RxNorm","Ingredient","S","6754",19700101,20991231,
1103640,"methadone","Drug","RxNorm","Ingredient","S","6813",19700101,20991231,
19003953,"rocuronium","Drug","RxNorm","Ingredient","S","68139",19700101,20991231,
1504620,"methimazole","Drug","RxNorm","Ingredient","S","6835",19700101,20991231,
1304850,"filgrastim","Drug","RxNorm","Ingredient","S","68442",19700101,20991231,
704943,"methocarbamol","Drug","RxNorm","Ingredient","S","6845",19700101,20991231,
19005046,"pyridoxine","Drug","RxNorm","Ingredient","S","684879",20071230,20991231,
705944,"methylphenidate","Drug","RxNorm","Ingredient","S","6901",19700101,20991231,
1506270,"methylprednisolone","Drug","RxNorm","Ingredient","S","6902",19700101,20991231,
1106776,"tiotropium","Drug","RxNorm","Ingredient","S","69120",19700101,20991231,
906780,"metoclopramide","Drug","RxNorm","Ingredient","S","6915",19700101,20991231,
907013,"metolazone","Drug","RxNorm","Ingredient","S","6916",19700101,20991231,
1707164,"metronidazole","Drug","RxNorm","Ingredient","S","6922",19700101,20991231,
708298,"midazolam","Drug","RxNorm","Ingredient","S","6960",19700101,20991231,
1308368,"midodrine","Drug","RxNorm","Ingredient","S","6963",19700101,20991231,
1308842,"valsartan","Drug","RxNorm","Ingredient","S","69749",19700101,20991231,
1309188,"mitoxantrone","Drug","RxNorm","Ingredient","S","7005",19700101,20991231,
1309944,"amiodarone","Drug","RxNorm","Ingredient","S","703",19700101,20991231,
710062,"amitriptyline","Drug","RxNorm","Ingredient","S","704",19700101,20991231,
1110410,"morphine","Drug","RxNorm","Ingredient","S","7052",19700101,20991231,
40140164,"lansoprazole Disintegrating Oral Tablet","Drug","RxNorm","Clinical Drug Form","S","706238",20070701,20991231,
1712889,"raltegravir","Drug","RxNorm","Ingredient","S","719872",20071230,20991231,
713192,"fosphenytoin","Drug","RxNorm","Ingredient","S","72236",19700101,20991231,
1313200,"nadolol","Drug","RxNorm","Ingredient","S","7226",19700101,20991231,
1713332,"amoxicillin","Drug","RxNorm","Ingredient","S","723",19700101,20991231,
1114220,"naloxone","Drug","RxNorm","Ingredient","S","7242",19700101,20991231,
19127005,"sodium chloride 30 MG/ML Inhalation Solution","Drug","RxNorm","Clinical Drug","S","724590",20070729,20991231,
1115008,"naproxen","Drug","RxNorm","Ingredient","S","7258",19700101,20991231,
715259,"duloxetine","Drug","RxNorm","Ingredient","S","72625",19700101,20991231,
717136,"neostigmine","Drug","RxNorm","Ingredient","S","7315",19700101,20991231,
1717327,"ampicillin","Drug","RxNorm","Ingredient","S","733",19700101,20991231,
19017742,"febuxostat","Drug","RxNorm","Ingredient","S","73689",20090301,20991231,
1517824,"niacin","Drug","RxNorm","Ingredient","S","7393",19700101,20991231,
1318137,"nicardipine","Drug","RxNorm","Ingredient","S","7396",19700101,20991231,
718583,"nicotine","Drug","RxNorm","Ingredient","S","7407",19700101,20991231,
1318853,"nifedipine","Drug","RxNorm","Ingredient","S","7417",19700101,20991231,
1319133,"nimodipine","Drug","RxNorm","Ingredient","S","7426",19700101,20991231,
19020994,"nitroprusside","Drug","RxNorm","Ingredient","S","7476",19700101,20991231,
19127951,"sevelamer carbonate 800 MG","Drug","RxNorm","Clinical Drug Comp","S","749204",20071230,20991231,
1321341,"norepinephrine","Drug","RxNorm","Ingredient","S","7512",19700101,20991231,
922570,"nystatin","Drug","RxNorm","Ingredient","S","7597",19700101,20991231,
1522957,"octreotide","Drug","RxNorm","Ingredient","S","7617",19700101,20991231,
923645,"omeprazole","Drug","RxNorm","Ingredient","S","7646",19700101,20991231,
924566,"tamsulosin","Drug","RxNorm","Ingredient","S","77492",19700101,20991231,
1124957,"oxycodone","Drug","RxNorm","Ingredient","S","7804",19700101,20991231,
925636,"oxymetazoline","Drug","RxNorm","Ingredient","S","7812",19700101,20991231,
528323,"hepatitis B surface antigen vaccine","Drug","RxNorm","Ingredient","S","797752",20080629,20991231,
19130941,"dibasic potassium phosphate 1.3 MG/ML / glucose 50 MG/ML / sodium acetate 0.0302 MEQ/ML / sodium chloride 0.0155 MEQ/ML Injectable Solution [Isolyte M]","Drug","RxNorm","Branded Drug","S","800790",20080727,20991231,
19131487,"benzocaine 6 MG / menthol 10 MG Oral Lozenge [Chloraseptic Sore Throat]","Drug","RxNorm","Branded Drug","S","802559",20080831,20991231,
733008,"perphenazine","Drug","RxNorm","Ingredient","S","8076",19700101,20991231,
933724,"phenazopyridine","Drug","RxNorm","Ingredient","S","8120",19700101,20991231,
734275,"phenobarbital","Drug","RxNorm","Ingredient","S","8134",19700101,20991231,
1135766,"phenylephrine","Drug","RxNorm","Ingredient","S","8163",19700101,20991231,
740910,"phenytoin","Drug","RxNorm","Ingredient","S","8183",19700101,20991231,
941258,"docusate","Drug","RxNorm","Ingredient","S","82003",19700101,20991231,
1742253,"levofloxacin","Drug","RxNorm","Ingredient","S","82122",19700101,20991231,
19043395,"phosphorus","Drug","RxNorm","Ingredient","S","8263",19700101,20991231,
19133314,"fludarabine phosphate 10 MG","Drug","RxNorm","Clinical Drug Comp","S","828705",20090104,20991231,
19133364,"opium tincture 100 MG/ML","Drug","RxNorm","Clinical Drug Comp","S","830195",20090201,20991231,
19044727,"vitamin K1","Drug","RxNorm","Ingredient","S","8308",19700101,20991231,
1545958,"atorvastatin","Drug","RxNorm","Ingredient","S","83367",19700101,20991231,
1790982,"chlorhexidine gluconate 1.2 MG/ML Mouthwash","Drug","RxNorm","Clinical Drug","S","834127",20090301,20991231,
1113075,"ipratropium bromide 0.2 MG/ML","Drug","RxNorm","Clinical Drug Comp","S","836357",20090405,20991231,
744795,"zolpidem tartrate 10 MG","Drug","RxNorm","Clinical Drug Comp","S","836639",20090405,20991231,
1347384,"irbesartan","Drug","RxNorm","Ingredient","S","83818",19700101,20991231,
1347450,"alteplase","Drug","RxNorm","Ingredient","S","8410",19700101,20991231,
1517146,"desmopressin acetate 0.1 MG","Drug","RxNorm","Clinical Drug Comp","S","849514",20090531,20991231,
1367697,"heparin calcium 25000 UNT/ML","Drug","RxNorm","Clinical Drug Comp","S","849698",20090531,20991231,
948515,"polyethylene glycols","Drug","RxNorm","Ingredient","S","8516",19700101,20991231,
40160947,"enoxaparin sodium 100 MG/ML","Drug","RxNorm","Clinical Drug Comp","S","854227",20090705,20991231,
40163686,"Streptococcus pneumoniae type 2 capsular polysaccharide antigen","Drug","RxNorm","Ingredient","S","854950",20090802,20991231,
40163207,"phenytoin sodium 100 MG","Drug","RxNorm","Clinical Drug Comp","S","855670",20090802,20991231,
40162510,"acetaminophen 100 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution","Drug","RxNorm","Clinical Drug","S","857388",20090802,20991231,
1748921,"ritonavir","Drug","RxNorm","Ingredient","S","85762",19700101,20991231,
40165755,"enalapril maleate 10 MG","Drug","RxNorm","Clinical Drug Comp","S","858816",20090906,20991231,
19049105,"potassium chloride","Drug","RxNorm","Ingredient","S","8591",19700101,20991231,
40165388,"vecuronium bromide 1 MG/ML","Drug","RxNorm","Clinical Drug Comp","S","859436",20090906,20991231,
40165244,"rosuvastatin calcium 10 MG","Drug","RxNorm","Clinical Drug Comp","S","859746",20090906,20991231,
40164134,"brimonidine tartrate 1.5 MG/ML Ophthalmic Solution","Drug","RxNorm","Clinical Drug","S","861208",20090906,20991231,
40164505,"clobetasol propionate 0.0005 MG/MG Topical Ointment","Drug","RxNorm","Clinical Drug","S","861448",20090906,20991231,
40164516,"clobetasol propionate 0.5 MG/ML Topical Cream","Drug","RxNorm","Clinical Drug","S","861495",20090906,20991231,
40163939,"24 HR nitroglycerin 0.1 MG/HR Transdermal System [Minitran]","Drug","RxNorm","Quant Branded Drug","S","861659",20090906,20991231,
1350489,"prazosin","Drug","RxNorm","Ingredient","S","8629",19700101,20991231,
1551099,"prednisone","Drug","RxNorm","Ingredient","S","8640",19700101,20991231,
40166418,"phenylephrine 0.0025 MG/MG Rectal Suppository [Medicone Hemorrhoidal]","Drug","RxNorm","Branded Drug","S","864089",20091004,20991231,
40166274,"insulin lispro 100 UNT/ML Injectable Solution [Humalog]","Drug","RxNorm","Branded Drug","S","865098",20091004,20991231,
40167223,"neomycin sulfate 500 MG","Drug","RxNorm","Clinical Drug Comp","S","866041",20091101,20991231,
40166802,"60 ACTUAT salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Serevent]","Drug","RxNorm","Quant Branded Drug","S","866049",20091101,20991231,
40167199,"metoprolol tartrate 100 MG","Drug","RxNorm","Clinical Drug Comp","S","866411",20091101,20991231,
951279,"prilocaine","Drug","RxNorm","Ingredient","S","8686",19700101,20991231,
1551803,"fenofibrate","Drug","RxNorm","Ingredient","S","8703",19700101,20991231,
752061,"prochlorperazine","Drug","RxNorm","Ingredient","S","8704",19700101,20991231,
1153013,"promethazine","Drug","RxNorm","Ingredient","S","8745",19700101,20991231,
1153428,"fexofenadine","Drug","RxNorm","Ingredient","S","87636",19700101,20991231,
753626,"propofol","Drug","RxNorm","Ingredient","S","8782",19700101,20991231,
1353766,"propranolol","Drug","RxNorm","Ingredient","S","8787",19700101,20991231,
40168887,"benztropine mesylate 1 MG","Drug","RxNorm","Clinical Drug Comp","S","885212",20100103,20991231,
1154332,"pseudoephedrine","Drug","RxNorm","Ingredient","S","8896",19700101,20991231,
40169798,"levothyroxine sodium 1 MG","Drug","RxNorm","Clinical Drug Comp","S","892278",20100131,20991231,
40169889,"morphine sulfate 10 MG","Drug","RxNorm","Clinical Drug Comp","S","892493",20100131,20991231,
40169944,"morphine sulfate 2 MG/ML Oral Solution","Drug","RxNorm","Clinical Drug","S","892589",20100131,20991231,
957797,"psyllium","Drug","RxNorm","Ingredient","S","8928",19700101,20991231,
40170024,"morphine sulfate 5 MG","Drug","RxNorm","Clinical Drug Comp","S","894806",20100131,20991231,
40171044,"fluticasone propionate 0.5 MG/ML","Drug","RxNorm","Clinical Drug Comp","S","895986",20100131,20991231,
40169282,"60 ACTUAT fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Advair]","Drug","RxNorm","Quant Branded Drug","S","896212",20100131,20991231,
961047,"ranitidine","Drug","RxNorm","Ingredient","S","9143",19700101,20991231,
40062625,"metronidazole Oral Tablet [Flagyl]","Drug","RxNorm","Branded Drug Form","S","92719",19700101,20991231,
964339,"sulfasalazine","Drug","RxNorm","Ingredient","S","9524",19700101,20991231,
965748,"scopolamine","Drug","RxNorm","Ingredient","S","9601",19700101,20991231,
40173643,"atracurium besylate 10 MG/ML","Drug","RxNorm","Clinical Drug Comp","S","966767",20100404,20991231,
40175780,"amphotericin B liposomal 50 MG Injection [AmBisome]","Drug","RxNorm","Branded Drug","S","967388",20100502,20991231,
40180691,"timolol maleate 10 MG","Drug","RxNorm","Clinical Drug Comp","S","977948",20100606,20991231,
40185275,"losartan potassium 100 MG","Drug","RxNorm","Clinical Drug Comp","S","979463",20100606,20991231,
966991,"simethicone","Drug","RxNorm","Ingredient","S","9796",19700101,20991231,
967823,"sodium chloride","Drug","RxNorm","Ingredient","S","9863",19700101,20991231,
1369939,"6-aminocaproic acid","Drug","RxNorm","Ingredient","S","99",19700101,20991231,
1370109,"sotalol","Drug","RxNorm","Ingredient","S","9947",19700101,20991231,
40222940,"mineral oil / pramoxine / zinc oxide Rectal Ointment [Tucks Hemorrhoidal]","Drug","RxNorm","Branded Drug Form","S","995194",20100704,20991231,
40221590,"codeine phosphate 10 MG / guaifenesin 300 MG Oral Tablet","Drug","RxNorm","Clinical Drug","S","995450",20100704,20991231,
40223953,"miconazole nitrate 20 MG/ML Vaginal Cream","Drug","RxNorm","Clinical Drug","S","998540",20100801,20991231,
970250,"spironolactone","Drug","RxNorm","Ingredient","S","9997",19700101,20991231,
